subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,name,list,tType,swap,trial_test,item_test,pair_test,tType_test,swap_test,name_test,roboBCFS_1,roboBCFS_2,mm_answer,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_cue,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,meanRoboRT_cue,response_noise,rt_noise,RoboRT_noise,meanRoboRT_noise
10,944823002,19,340591.576267151,340651.238761362,340592.884689224,340652.047146734,OK,OK,0,0,f,f,1.24059238977497,0.790822854381986,128,143,pfd,2,NOT STUDIED,match,21,117,135,CFS,mismatch,plane,f,f,q,0,0,340764.496645829,340770.755061729,340773.905640783,340775.714095766,OK,OK,10,1,0,0,,,0,0,NaN,NaN,no idea,6.24612594355131,2,NaN,q,1.70094356231857,2,NaN
10,944823002,20,340595.209853435,340653.730600801,340596.61827975,340654.538989057,OK,OK,0,0,f,f,1.38275574840372,0.79467924387427,4,34,bandana,2,NOT STUDIED,match,15,169,21,NOT STUDIED,mismatch,necklace,f,f,q,0,0,340777.54756132,340781.272443675,340783.28129957,340786.489847649,OK,OK,2,6,0,0,,,0,0,NaN,NaN,rug,3.70664029958425,2,NaN,p,3.15671924647177,2,NaN
10,944823002,21,340599.326803318,340656.922491027,340599.635161515,340657.730875051,OK,OK,6,1,j,j,0.273667742498219,0.754744571633637,117,135,plane,2,CFS,mismatch,19,128,143,NOT STUDIED,match,pfd,j,j,p,0,1,340788.273306422,340791.781527274,340794.482082927,340796.690557061,OK,OK,10,4,0.538942075442316,0.538942075442316,3#,2@,2.37295307233193,5.28636087377401,2.30562945996748,2.30562945996748,no idea,3.49233168491628,2,NaN,p,2.11539291706868,2,NaN
10,944823002,22,340603.435424047,340661.33113313,340607.944069244,340665.639761819,OK,OK,1,3,NO RESPONSE,NO RESPONSE,NaN,NaN,40,88,cookie cutter,2,BINOCULAR,match,17,5,49,BINOCULAR,mismatch,basket,z,z,q,1,1,340798.382346736,340801.807209227,340803.82439533,340806.132886686,OK,OK,3,6,1,1,,,0,0,NaN,NaN,basket,3.41469964169664,2,NaN,q,2.2445495891734,2,NaN
10,944823002,23,340610.985956968,340668.989998254,340614.794544166,340672.998607811,OK,OK,8,6,NO RESPONSE,NO RESPONSE,NaN,NaN,23,53,bucket,2,BINOCULAR,mismatch,16,167,126,CFS,mismatch,nail clippers,z,z,q,1,1,340808.208036939,340814.099768816,340816.050259966,340818.258728647,OK,OK,6,1,1,1,,,0,0,NaN,NaN,no idea ,5.87630574172363,2,NaN,q,2.11398675176315,2,NaN
10,944823002,24,340617.178047633,340675.615460342,340618.186453604,340676.023819032,OK,OK,2,4,j,j,0.981390378787182,0.332754073140677,165,45,mouse trap,2,CFS,match,20,4,34,NOT STUDIED,match,bandana,j,j,p,0,1,340819.900519968,340825.808918882,340827.626056481,340830.534585145,OK,OK,1,10,0.538942075442316,0.538942075442316,2@,3#,2.37344221320287,3.50067381802964,2.30562945996748,2.30562945996748,pillow,5.89517685718602,2,NaN,p,2.85751389659708,2,NaN
10,944823002,25,340834.768225434,340896.77254894,340836.776694343,340897.580933875,OK,OK,1,0,j,j,1.97095075022662,0.763210892560892,140,144,hammer,3,CFS,mismatch,32,75,101,CFS,match,ticket,j,j,p,0,1,340957.360098595,340963.601827858,340965.91070078,340968.519214241,OK,OK,5,1,0.538942075442316,0.538942075442316,3#,3#,3.2400593901667,2.55721919488263,2.30562945996748,2.30562945996748,wifi ,6.21991757798241,2,NaN,p,2.53313822916243,2,NaN
10,944823002,26,340841.885389467,340901.189528019,340845.593974362,340905.398153191,OK,OK,9,4,NO RESPONSE,NO RESPONSE,NaN,NaN,105,106,rock,3,BINOCULAR,mismatch,35,145,15,BINOCULAR,match,router,z,z,p,1,1,340970.319339729,340974.377579009,340977.236492675,340980.945076979,OK,OK,2,9,1,1,,,0,0,NaN,NaN,wifi router,4.0440727469977,2,NaN,p,3.67069424485089,2,NaN
10,944823002,27,340847.544113616,340907.398286466,340849.152564422,340908.106666233,OK,OK,0,0,f,f,1.57840954943094,0.632925001962576,64,107,watch,3,NOT STUDIED,mismatch,29,63,77,CFS,mismatch,water bottle,f,f,q,0,0,340982.736868805,340987.245141715,340989.637350957,340992.045843865,OK,OK,0,8,0,0,,,0,0,NaN,NaN,cup,4.48983344773296,2,NaN,q,2.32521955051925,2,NaN
10,944823002,28,340851.577727629,340910.21515686,340851.986092972,340910.923532267,OK,OK,0,0,f,f,0.392595789337065,0.647925245866645,166,129,nail,3,NOT STUDIED,mismatch,28,166,129,NOT STUDIED,mismatch,nail,f,f,q,0,0,340993.695969722,340996.487475358,340998.28762773,341001.896535474,OK,OK,7,10,0,0,,,0,0,NaN,NaN,rug,2.77821626781952,2,NaN,q,3.56237147020875,2,NaN
10,944823002,29,340854.77794956,340913.83207127,340855.386323414,340913.940410416,OK,OK,5,8,j,j,0.504244642623235,0.0548466991167516,63,77,water bottle,3,CFS,mismatch,27,64,107,NOT STUDIED,mismatch,watch,j,j,q,0,1,341003.521284209,341005.429762426,341007.621937197,341009.630407179,OK,OK,2,3,0.538942075442316,0.538942075442316,3#,3#,2.02699586522382,1.49026839749543,2.30562945996748,2.30562945996748,clock,1.89637570636114,2,NaN,q,1.95562074292684,2,NaN
10,944823002,30,340860.094994418,340918.132372314,340864.103599171,340922.641012823,OK,OK,6,1,NO RESPONSE,NO RESPONSE,NaN,NaN,127,138,can opener,3,BINOCULAR,match,26,105,106,BINOCULAR,mismatch,rock,z,z,q,1,1,341011.180520515,341013.438686801,341015.680836075,341016.889247874,OK,OK,5,1,1,1,,,0,0,NaN,NaN,ock,2.23671198723605,2,NaN,q,1.19224437390221,2,NaN
10,944823002,31,340867.012139998,340925.157858067,340871.420774151,340929.666504613,OK,OK,2,1,NO RESPONSE,NO RESPONSE,NaN,NaN,157,33,axe,3,BINOCULAR,mismatch,36,31,47,NOT STUDIED,match,cell phone,z,z,p,1,1,341018.914389215,341021.88925969,341023.589726748,341027.498324997,OK,OK,4,10,1,1,,,0,0,NaN,NaN,tv,2.950399226218,2,NaN,p,3.81083661719458,2,NaN
10,944823002,32,340873.978964663,340932.625049986,340874.187296273,340933.433432353,OK,OK,6,7,j,j,0.182166402228177,0.716659771685954,75,101,ticket,3,CFS,match,34,51,114,CFS,match,boot,j,j,p,0,1,341029.248450004,341034.656823573,341037.057330096,341038.665766304,OK,OK,9,6,0.538942075442316,0.538942075442316,3#,3#,2.38503053550446,2.37298963194573,2.30562945996748,2.30562945996748, no idea,5.38357843912672,2,NaN,q,1.55858279648237,2,NaN
10,944823002,33,340877.396198591,340937.700406548,340878.404599579,340938.908818327,OK,OK,0,0,f,f,0.988672410545405,1.14508850802667,35,38,clock,3,NOT STUDIED,match,33,35,38,NOT STUDIED,match,clock,f,f,p,0,0,341040.257552495,341045.332565337,341047.299716722,341049.108162034,OK,OK,7,7,0,0,,,0,0,NaN,NaN,no idea,5.0618716799072,2,NaN,p,1.73162936844165,2,NaN
10,944823002,34,340881.154795834,340941.984035699,340881.363139846,340942.192379892,OK,OK,6,7,j,j,0.157932191330474,0.10923497879412,51,114,boot,3,CFS,match,31,157,33,BINOCULAR,mismatch,axe,j,j,q,0,1,341050.749946592,341058.091788313,341059.96725734,341061.775718643,OK,OK,2,2,0.538942075442316,0.538942075442316,3#,2@,2.66194995255052,4.52673991660575,2.30562945996748,2.30562945996748,no idea,7.32078525435645,2,NaN,q,1.75138668395812,2,NaN
10,944823002,35,340884.555033052,340945.884302996,340889.063678236,340949.892924639,OK,OK,1,6,NO RESPONSE,NO RESPONSE,NaN,NaN,145,15,router,3,BINOCULAR,match,30,127,138,BINOCULAR,match,can opener,z,z,p,1,1,341063.450836311,341071.492693066,341073.901568426,341078.410208492,OK,OK,9,6,1,1,,,0,0,NaN,NaN,spoon ,8.02713120402768,2,NaN,p,4.48816470906604,2,NaN
10,944823002,36,340891.930542317,340952.70977962,340894.539059522,340954.018203041,OK,OK,0,0,f,f,2.54945480992319,1.28689222713001,31,47,cell phone,3,NOT STUDIED,match,25,140,144,CFS,mismatch,hammer,f,f,q,0,0,341079.801976947,341086.377061343,341088.352577784,341090.661070334,OK,OK,5,3,0,0,,,0,0,NaN,NaN,no ide a,6.5551879228442,2,NaN,p,2.29237902082969,2,NaN
10,944823002,37,341096.403139993,341156.765696267,341100.011723791,341161.274339204,OK,OK,10,1,NO RESPONSE,NO RESPONSE,NaN,NaN,66,95,wallet,4,BINOCULAR,match,48,68,73,CFS,mismatch,vase,z,z,q,1,1,341218.545004537,341223.553333601,341225.395137987,341227.703979235,OK,OK,10,8,1,1,,,0,0,NaN,NaN,vase,4.98848058423027,2,NaN,q,2.21822913666256,2,NaN
10,944823002,38,341103.15361168,341163.807849211,341103.561967235,341164.916262759,OK,OK,10,3,j,j,0.370705778594129,1.0410530808731,37,112,comb,4,CFS,mismatch,47,76,113,NOT STUDIED,match,thimble,j,j,p,0,1,341229.304088067,341233.729023598,341236.154571422,341239.363118737,OK,OK,8,4,0.538942075442316,0.538942075442316,2@,2@,3.20919713535275,3.32076811973767,2.30562945996748,2.30562945996748, greater,4.40481176786125,2,NaN,p,3.18610873969737,2,NaN
10,944823002,39,341107.387238303,341168.774868169,341111.895890114,341173.383517153,OK,OK,1,0,NO RESPONSE,NO RESPONSE,NaN,NaN,141,155,purse,4,BINOCULAR,mismatch,41,78,98,CFS,match,sweater,z,z,p,1,1,341240.838228342,341246.396622465,341248.488763399,341250.897264733,OK,OK,10,8,1,1,,,0,0,NaN,NaN,sweater,5.54195921891369,2,NaN,p,2.32333301374456,2,NaN
10,944823002,40,341114.654415056,341176.025077657,341116.462870938,341176.533735443,OK,OK,0,0,f,f,1.79708751785802,0.487138498050626,134,149,drum,4,NOT STUDIED,mismatch,38,37,112,CFS,mismatch,comb,f,f,q,0,0,341252.497377182,341256.122275652,341258.039429139,341261.648014151,OK,OK,1,10,0,0,,,0,0,NaN,NaN, rug,3.61028218764113,2,NaN,q,3.52407515892992,2,NaN
10,944823002,41,341118.571356595,341179.067252964,341119.479753762,341179.775630349,OK,OK,4,1,j,j,0.872062244685367,0.644828628574032,78,98,sweater,4,CFS,match,44,170,172,BINOCULAR,mismatch,notebook,j,j,q,0,1,341263.156456603,341266.164666586,341268.048468055,341271.057009112,OK,OK,0,1,0.538942075442316,0.538942075442316,2@,2@,2.47095324620332,1.34249974574054,2.30562945996748,2.30562945996748,no idea,2.99865263613174,2,NaN,q,2.90644915041048,2,NaN
10,944823002,42,341123.313357144,341183.459229431,341124.521771158,341183.667570264,OK,OK,3,7,j,j,1.18578576459549,0.18862750887638,57,90,computer drive,4,CFS,match,37,66,95,BINOCULAR,match,wallet,j,j,p,0,1,341272.673784968,341276.482044849,341278.407207295,341280.716012777,OK,OK,2,10,0.538942075442316,0.538942075442316,2@,2@,2.97407395349582,2.55903344866845,2.30562945996748,2.30562945996748,wallet,3.784738540533,2,NaN,p,2.21121393656358,2,NaN
10,944823002,43,341128.213698777,341186.851124707,341129.62212632,341187.759524894,OK,OK,0,0,f,f,1.35713041439885,0.828458950738423,111,125,kid toy,4,NOT STUDIED,match,39,141,155,BINOCULAR,mismatch,purse,f,f,q,0,0,341282.449469566,341287.241130485,341289.074936329,341291.483432981,OK,OK,2,6,0,0,,,0,0,NaN,NaN,purse,4.77642796566943,2,NaN,q,2.35886992618907,2,NaN
10,944823002,44,341132.22230775,341190.109694017,341135.830895748,341194.518329357,OK,OK,10,2,NO RESPONSE,NO RESPONSE,NaN,NaN,170,172,notebook,4,BINOCULAR,mismatch,43,111,125,NOT STUDIED,match,kid toy,z,z,p,1,1,341293.041874848,341298.050219004,341299.909025522,341304.517678604,OK,OK,2,9,1,1,,,0,0,NaN,NaN,key,4.99943819333566,2,NaN,q,4.53208208346041,2,NaN
10,944823002,45,341138.989453564,341198.326933837,341143.498099056,341202.035522804,OK,OK,1,9,NO RESPONSE,NO RESPONSE,NaN,NaN,59,79,keys,4,BINOCULAR,match,45,59,79,BINOCULAR,match,keys,z,z,p,1,1,341306.559177639,341312.251202177,341314.318361466,341317.126890081,OK,OK,6,6,1,1,,,0,0,NaN,NaN,waller,5.67335235164501,2,NaN,p,2.77800947084324,2,NaN
10,944823002,46,341144.981532248,341204.594030493,341145.989940454,341205.802446331,OK,OK,0,0,f,f,0.956393448868766,1.11650353623554,20,71,briefcase,4,NOT STUDIED,mismatch,42,57,90,CFS,match,computer drive,f,f,p,0,0,341318.860351519,341323.885362558,341325.885843309,341329.194402124,OK,OK,7,10,0,0,,,0,0,NaN,NaN,no idea,5.00350602896651,2,NaN,q,3.25787637999747,2,NaN
10,944823002,47,341148.806803765,341208.102617683,341149.415172514,341209.011003728,OK,OK,0,0,f,f,0.522918485570699,0.807802610041108,76,113,thimble,4,NOT STUDIED,match,40,134,149,NOT STUDIED,mismatch,drum,f,f,q,0,0,341331.052870939,341334.31105429,341336.336576034,341340.045160306,OK,OK,6,9,0,0,,,0,0,NaN,NaN,wood,3.24246774514904,2,NaN,q,3.68653388961684,2,NaN
10,944823002,48,341151.265311276,341212.536255682,341152.073698016,341213.444649254,OK,OK,2,5,j,j,0.752285735099576,0.821777296834625,68,73,vase,4,CFS,mismatch,46,20,71,NOT STUDIED,mismatch,briefcase,j,j,q,0,1,341341.595275472,341345.636880918,341347.470383939,341350.979257409,OK,OK,1,10,0.538942075442316,0.538942075442316,2@,2@,2.29859447284507,2.46716590892725,2.30562945996748,2.30562945996748,no idea,4.02738910861081,2,NaN,q,3.44811857951572,2,NaN
10,944823002,49,341356.779671886,341419.54239718,341357.988091648,341420.550797563,OK,OK,0,3,j,j,1.13040852919221,0.908158201724291,100,124,satellite,5,CFS,mismatch,49,100,124,CFS,mismatch,satellite,j,j,q,0,1,341482.546798273,341486.455025115,341488.296882626,341490.605689316,OK,OK,10,3,0.538942075442316,0.538942075442316,3#,3#,1.68034160364056,2.29090949068693,2.30562945996748,2.30562945996748,satelite,3.89999037393136,2,NaN,q,2.27781924809096,2,NaN
10,944823002,50,341362.730092949,341424.726098301,341363.838501352,341425.434473117,OK,OK,3,7,j,j,1.03566529252566,0.700169957417529,139,14,bobby pin,5,CFS,match,54,164,54,NOT STUDIED,match,monitor,j,j,p,0,1,341492.930853237,341504.172964027,341506.131782347,341508.440269772,OK,OK,8,3,0.538942075442316,0.538942075442316,3#,3#,2.97751414405705,4.49555821453263,2.30562945996748,2.30562945996748,headphones,11.2269472601474,2,NaN,p,2.26590623828815,2,NaN
10,944823002,51,341367.288739782,341428.634701636,341369.097197309,341429.743103438,OK,OK,0,0,f,f,1.75675050471909,1.0313644578564,82,91,lamp,5,NOT STUDIED,mismatch,51,82,91,NOT STUDIED,mismatch,lamp,f,f,q,0,0,341509.715359851,341513.690271719,341515.382094623,341516.790854101,OK,OK,0,0,0,0,,,0,0,NaN,NaN,no idea ,3.96192675933708,2,NaN,q,1.38314172660466,2,NaN
10,944823002,52,341373.089146475,341432.343296459,341376.697733729,341436.551918002,OK,OK,10,4,NO RESPONSE,NO RESPONSE,NaN,NaN,153,8,knife,5,BINOCULAR,mismatch,55,142,9,BINOCULAR,mismatch,headphones,z,z,q,1,1,341518.374301323,341523.33261816,341525.316451192,341527.224911049,OK,OK,2,2,1,1,,,0,0,NaN,NaN,cd,4.93443750753067,2,NaN,q,1.84817736054538,2,NaN
10,944823002,53,341379.689614344,341438.727074792,341381.198041942,341441.735614776,OK,OK,0,0,f,f,1.43520013411762,2.97030871751485,30,69,cane,5,NOT STUDIED,match,60,161,163,CFS,match,pen,f,f,p,0,0,341528.850028095,341533.775039097,341535.475166083,341537.18394301,OK,OK,4,5,0,0,,,0,0,NaN,NaN,no idea,4.90612299612258,2,NaN,p,1.62488163867965,2,NaN
10,944823002,54,341383.389869172,341444.310794473,341384.598286828,341445.319193495,OK,OK,0,0,f,f,1.14268294413341,0.954428747063503,164,54,monitor,5,NOT STUDIED,match,50,139,14,CFS,match,bobby pin,f,f,p,0,0,341538.775722541,341542.634002817,341544.551130795,341545.559529239,OK,OK,2,1,0,0,,,0,0,NaN,NaN,bobby pin,3.84394953999436,2,NaN,p,0.980498880206142,2,NaN
10,944823002,55,341387.298472809,341448.152728794,341391.807124191,341451.961326062,OK,OK,1,8,NO RESPONSE,NO RESPONSE,NaN,NaN,142,9,headphones,5,BINOCULAR,mismatch,58,92,94,BINOCULAR,match,sock,z,z,p,1,1,341547.217977636,341550.192829712,341552.051655997,341554.360144482,OK,OK,1,7,1,1,,,0,0,NaN,NaN,sock,2.95325258834055,2,NaN,p,2.26350822695531,2,NaN
10,944823002,56,341394.398970294,341455.136555134,341398.507602962,341459.045153062,OK,OK,5,7,NO RESPONSE,NO RESPONSE,NaN,NaN,58,74,cd,5,BINOCULAR,match,56,58,74,BINOCULAR,match,cd,z,z,p,1,1,341555.826916379,341559.118454887,341561.143958951,341562.952413035,OK,OK,2,9,1,1,,,0,0,NaN,NaN,cd,3.2718017117586,2,NaN,p,1.7946178279235,2,NaN
10,944823002,57,341400.591075261,341461.320314685,341400.799415959,341461.928690499,OK,OK,5,8,j,j,0.132644301571418,0.503985960735008,130,160,mop,5,CFS,mismatch,53,30,69,NOT STUDIED,match,cane,j,j,p,0,1,341564.660864616,341568.269077188,341570.127924743,341572.536415828,OK,OK,9,5,0.538942075442316,0.538942075442316,2@,3#,2.25028407256733,2.88910309523959,2.30562945996748,2.30562945996748,mo idea,3.5893553540227,2,NaN,p,2.37818024033913,2,NaN
10,944823002,58,341405.533086005,341466.354006285,341409.341676498,341470.762640695,OK,OK,8,2,NO RESPONSE,NO RESPONSE,NaN,NaN,92,94,sock,5,BINOCULAR,match,57,130,160,CFS,mismatch,mop,z,z,q,1,1,341574.244875103,341580.236618795,341581.970417197,341584.578923582,OK,OK,6,2,1,1,,,0,0,NaN,NaN,stick,5.97269389714347,2,NaN,q,2.53501859429525,2,NaN
10,944823002,59,341411.533504948,341472.9961292,341412.141876857,341474.104540474,OK,OK,0,0,f,j,0.517579750507139,1.03546229144558,10,12,bench,5,NOT STUDIED,mismatch,52,153,8,BINOCULAR,mismatch,knife,f,f,q,0,0,341586.112366432,341589.003862722,341590.946043149,341592.554478606,OK,OK,8,2,0,0,,,0,0,NaN,NaN,no idea,2.87271272257203,2,NaN,q,1.57491053896956,2,NaN
10,944823002,60,341414.26702682,341476.896399174,341415.275434127,341478.304834841,OK,OK,0,3,j,j,0.999808558204677,1.32698247162625,161,163,pen,5,CFS,match,59,10,12,NOT STUDIED,mismatch,bench,j,j,q,0,1,341594.029585508,341598.721242917,341600.596714044,341601.705126403,OK,OK,6,1,0.538942075442316,0.538942075442316,3#,3#,3.06939242358132,1.35025711194962,2.30562945996748,2.30562945996748,no odea ,4.68293436447857,2,NaN,p,1.07576778461225,2,NaN
