subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,list,tType_study,trial_test,item_test,pair_test,tType_test,gonogo_answer,name,name_test,roboBCFS_1,roboBCFS_2,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
3,231173002,37,240641.417618669,240757.870944714,240653.435194053,240774.391324112,OK,OK,0,0,f,f,11.911787424353,16.4605266216095,157,33,4,Not Studied,41,89,72,CFS,go,axe,sponge,f,f,0,0,240866.979605358,240870.461800117,240872.312978334,240873.623793326,Return,Return,2,1,1,,,0.1,0.1,sponge,3.46694299817318,1,Return,1.20550244208425,1
3,231173002,38,240655.766339393,240776.342574199,240667.083805599,240786.559003226,OK,OK,0,0,f,f,11.2264533891284,10.1721739282657,89,72,4,Not Studied,37,154,176,Not Studied,go,sponge,ladle,f,f,0,0,240875.254836128,240877.606308798,240880.007806083,240881.318649147,Return,Return,6,1,1,,,0.1,0.1,ladle,2.32736560306512,1,Return,1.23029379741638,1
3,231173002,39,240669.74546089,240789.500826006,240673.457832027,240792.51274899,OK,OK,3,7,j,j,3.61499989888398,2.96570134765352,59,79,4,CFS,48,26,52,CFS,nogo,keys,camera,j,j,0,1,240883.58008095,240890.26427551,240892.175447467,240897.088566643,Return,OK,2,1,1,3,1,0.1,0.1,camera,6.6655089801061,1,NO RESPONSE,NaN,1
3,231173002,40,240676.659850241,240796.765348125,240681.572977568,240801.67848994,OK,OK,1,5,NO RESPONSE,NO RESPONSE,NaN,NaN,154,176,4,Binocular,38,133,192,Binocular,nogo,ladle,guitar,z,z,1,1,240898.629548053,240902.031674992,240903.862801165,240908.775893779,Return,OK,2,1,1,,,0.1,0.1,guitar,3.39144696429139,1,NO RESPONSE,NaN,1
3,231173002,41,240684.174524416,240804.019994392,240687.586708619,240807.131936724,OK,OK,10,7,j,j,3.32123869843781,3.02982255278039,133,192,4,CFS,40,157,33,Not Studied,go,guitar,axe,j,j,0,1,240910.356904419,240913.558939235,240915.260006478,240916.570817545,Return,Return,3,1,1,3,3,0.1,0.1,axe,3.17552443774184,1,Return,1.28033652395243,1
3,231173002,42,240691.289021588,240810.834268105,240696.202119031,240815.747368869,OK,OK,5,5,NO RESPONSE,NO RESPONSE,NaN,NaN,26,52,4,Binocular,39,139,14,Binocular,go,camera,bobby pin,z,z,1,1,240918.191863756,240923.855419781,240926.076785225,240927.087447392,Return,Return,6,1,1,,,0.1,0.1,bobby pin,5.64406119176419,1,Return,0.983071475435281,1
3,231173002,43,240698.91380256,240817.35837804,240703.826911473,240822.271445902,OK,OK,10,0,NO RESPONSE,NO RESPONSE,NaN,NaN,119,7,4,Binocular,44,125,111,CFS,go,pill,cork screw,z,z,1,1,240928.778529211,240932.910798571,240934.69224182,240935.903005467,Return,Return,3,1,1,,,0.1,0.1,hammer,4.12089211691637,1,Return,1.11116416924051,1
3,231173002,44,240705.427921335,240823.972548461,240715.944522204,240831.187094864,OK,OK,0,0,f,f,10.4823991096637,7.15604137605987,43,44,4,Not Studied,45,119,7,Binocular,go,crayon,pill,f,f,0,0,240937.694096372,240940.686011985,240942.717276163,240943.527787043,Return,Return,6,1,1,,,0.1,0.1,NO RESPONSE,2.96496846145601,1,Return,0.789742852910422,1
3,231173002,45,240718.366060063,240834.228994041,240723.17909439,240836.54040156,OK,OK,2,6,j,j,4.77592124670628,2.22735561191803,62,123,4,CFS,47,43,44,Not Studied,nogo,watering pot,crayon,j,j,0,1,240945.268929096,240947.950580891,240949.771751824,240954.684813348,Return,OK,4,1,1,3,1,0.1,0.1,NO RESPONSE,2.65377706554136,1,NO RESPONSE,NaN,1
3,231173002,46,240729.392988501,240840.552973215,240734.306112808,240845.466082732,OK,OK,7,1,NO RESPONSE,NO RESPONSE,NaN,NaN,139,14,4,Binocular,42,64,107,Not Studied,go,bobby pin,watch,z,z,1,1,240956.205803384,240958.747381547,240961.258992269,240962.069469041,Return,Return,10,1,1,,,0.1,0.1,clock,2.51632739490015,1,Return,0.799011086579412,1
3,231173002,47,240735.917141297,240847.077092808,240747.434361557,240854.691886243,OK,OK,0,0,f,f,11.5035414281592,7.55437227903167,64,107,4,Not Studied,46,62,123,Binocular,go,watch,watering pot,f,f,0,0,240963.80058975,240969.293739166,240971.435368823,240972.345914144,Return,Return,7,1,1,,,0.1,0.1,watering can,5.48102540080436,1,Return,0.822199026908493,1
3,231173002,48,240749.935952446,240857.173454064,240754.248650062,240861.986451868,OK,OK,6,4,j,j,4.29253026552033,4.71365972529748,125,111,4,CFS,43,59,79,CFS,go,cork screw,keys,j,j,0,1,240973.916949322,240977.328755008,240979.570476759,240981.381600994,Return,Return,8,1,1,2,2,0.1,0.1,NO RESPONSE,3.39630248639151,1,Return,1.73462093510898,1
3,231173002,49,240985.374143243,241085.977435979,240990.3872706,241098.995660939,OK,OK,0,0,f,f,4.99447497969959,12.9698140225664,72,89,5,Not Studied,57,159,162,CFS,go,blanket,crowbar,f,f,0,0,241194.205574282,241204.361678744,241206.483321858,241209.395123167,Return,Return,4,1,1,,,0.1,0.1,steering wheel,10.1363624152436,1,Return,2.82642247990589,1
3,231173002,50,240992.918904389,241101.006901748,240996.531157776,241103.618568644,OK,OK,0,0,j,j,3.53739032743033,2.53206845061504,71,20,5,CFS,59,86,29,Not Studied,go,truck,steering wheel,j,j,0,1,241211.636586839,241217.930507717,241219.711325839,241220.622178441,Return,Return,0,1,1,3,3,0.1,0.1,steering wheel,6.27265419813921,1,Return,0.869868928653887,1
3,231173002,51,241001.053981839,241107.080737921,241007.367985852,241114.495465493,OK,OK,0,0,f,f,6.23379885291797,7.32974687957903,159,162,5,Not Studied,49,124,100,CFS,nogo,crowbar,magnifying glass,f,f,0,0,241222.33331321,241231.858987319,241233.790522526,241238.703667359,Return,OK,5,1,1,,,0.1,0.1,magnifying glass,9.50316864624619,1,NO RESPONSE,NaN,1
3,231173002,52,241009.969625971,241117.257124738,241014.882738205,241122.170234859,OK,OK,6,8,NO RESPONSE,NO RESPONSE,NaN,NaN,144,140,5,Binocular,56,185,183,Binocular,nogo,marker,lock,z,z,1,1,241240.264593657,241248.439745615,241250.481013025,241255.394108355,Return,OK,5,1,1,,,0.1,0.1,padlock,8.15512406089692,1,NO RESPONSE,NaN,1
3,231173002,53,241016.28359829,241123.851334876,241027.200454341,241138.770697772,OK,OK,0,0,f,f,10.8832060693239,14.8939219645108,124,100,5,Not Studied,51,181,184,Not Studied,go,magnifying glass,clipboard,f,f,0,0,241257.295307264,241263.969500705,241265.730589759,241266.841298742,Return,Return,2,1,1,,,0.1,0.1,file,6.65964106083266,1,Return,1.05629187947488,1
3,231173002,54,241030.182347403,241141.362300852,241035.095436697,241146.275409766,OK,OK,10,5,NO RESPONSE,NO RESPONSE,NaN,NaN,151,97,5,Binocular,54,151,97,Binocular,go,key,key,z,z,1,1,241268.622383697,241271.103986835,241272.895124224,241273.805694598,Return,Return,3,1,1,,,0.1,0.1,key,2.45219834169257,1,Return,0.867412793944823,1
3,231173002,55,241037.3368566,241148.006512364,241042.249945592,241152.919582038,OK,OK,5,0,NO RESPONSE,NO RESPONSE,NaN,NaN,86,29,5,Binocular,50,98,78,CFS,go,steering wheel,scarf,z,z,1,1,241275.266636864,241278.608703658,241280.14965609,241281.260370204,Return,Return,0,1,1,,,0.1,0.1,scarf,3.32755365420599,1,Return,1.10047212001518,1
3,231173002,56,241043.880941608,241154.550601899,241053.697152882,241163.966560708,OK,OK,0,0,f,f,9.75658427932649,9.33740022798884,98,78,5,Not Studied,55,144,140,Binocular,go,scarf,marker,f,f,0,0,241283.081229329,241285.543079553,241288.024656429,241290.336084776,Return,Return,10,1,1,,,0.1,0.1,marker,2.44061403066735,1,Return,2.26505789891235,1
3,231173002,57,241055.898458434,241165.917761594,241060.811596023,241170.830879563,OK,OK,0,0,NO RESPONSE,NO RESPONSE,NaN,NaN,20,71,5,Binocular,60,72,89,Not Studied,nogo,briefcase,blanket,z,z,1,1,241292.227262643,241295.549401149,241298.00092788,241302.914012646,Return,OK,10,1,1,,,0.1,0.1,towel,3.30211362816044,1,NO RESPONSE,NaN,1
3,231173002,58,241063.433230232,241172.671732174,241066.545235953,241175.583863403,OK,OK,10,2,j,j,3.03565636329586,2.83176518423716,170,172,5,CFS,58,170,172,Not Studied,go,notebook,notebook,j,j,0,1,241304.505040706,241309.288030924,241311.729534198,241312.840240464,Return,Return,10,1,1,3,3,0.1,0.1,notebook,4.76770404679701,1,Return,1.07107819092926,1
3,231173002,59,241071.128105371,241179.366236343,241077.442070748,241181.577612439,OK,OK,9,1,f,j,6.22820833165315,2.16890310659073,181,184,5,CFS,53,71,20,Binocular,go,clipboard,truck,j,j,0,1,241314.281172944,241318.443792487,241320.394990958,241321.805835561,Return,Return,4,1,1,,1,0.1,0.1,NO RESPONSE,4.15107417030958,1,Return,1.34112351940712,1
3,231173002,60,241079.493357992,241185.710227113,241082.004953924,241188.421951391,OK,OK,1,2,j,j,2.40672226905008,2.62455277491244,185,183,5,CFS,52,20,71,CFS,go,lock,briefcase,j,j,0,1,241323.296810466,241327.048894498,241328.780315847,241329.991059573,Return,Return,2,1,1,3,1,0.1,0.1,briefcase,3.72697905692621,1,Return,1.1634333244001,1
3,231173002,61,241352.165057567,241443.802624505,241354.776663188,241445.013465728,OK,OK,7,2,j,j,2.55343172157882,1.14340150362113,129,166,6,CFS,66,73,68,CFS,go,knot,toothbrush,j,j,0,1,241544.476043706,241549.189018539,241551.240310915,241552.451074563,Return,Return,4,1,1,1,1,0.1,0.1,toothbrush,4.69670614734059,1,Return,1.13234089835896,1
3,231173002,62,241359.249484369,241450.787081764,241364.162572757,241455.700189168,OK,OK,0,7,NO RESPONSE,NO RESPONSE,NaN,NaN,140,144,6,Binocular,72,7,119,Not Studied,go,hammer,battery,z,z,1,1,241553.921996819,241558.234720696,241559.995820315,241560.80633693,Return,Return,3,1,1,,,0.1,0.1,battery,4.29031802373356,1,Return,0.760378504957771,1
3,231173002,63,241366.594072496,241457.301140773,241371.60725177,241464.815931159,OK,OK,0,0,f,f,4.9715940184833,7.41184371896088,150,156,6,Not Studied,70,162,159,CFS,nogo,eletric kettle,egg beater,f,f,0,0,241562.507391496,241566.199420211,241567.850763177,241572.763859413,Return,OK,2,1,1,,,0.1,0.1,mixer,3.6645113734703,1,NO RESPONSE,NaN,1
3,231173002,64,241373.778611917,241466.917266262,241375.289575177,241468.528294751,OK,OK,1,2,j,j,1.4748791778984,1.57956901582656,90,57,6,CFS,71,13,16,Binocular,nogo,speakers,binder,j,j,0,1,241574.394900706,241578.657565858,241580.989025421,241585.902117431,Return,OK,9,1,1,1,3,0.1,0.1,file,4.2483497231442,1,NO RESPONSE,NaN,1
3,231173002,65,241379.422159666,241473.611463753,241384.335255902,241478.524499016,OK,OK,5,9,NO RESPONSE,NO RESPONSE,NaN,NaN,128,143,6,Binocular,69,103,11,Not Studied,go,pfd,rug,z,z,1,1,241587.403084401,241591.095107079,241593.316811498,241595.428169756,Return,Return,8,1,1,,,0.1,0.1,rug,3.67158275953261,1,Return,2.01369483015151,1
3,231173002,66,241386.666725124,241480.775941169,241388.577907948,241484.488297817,OK,OK,6,6,j,j,1.87411652953597,3.6401226829621,13,16,6,CFS,64,129,166,Binocular,go,binder,knot,j,j,0,1,241596.939078984,241601.742106154,241603.763350196,241605.17423253,Return,Return,6,1,1,1,1,0.1,0.1,rope,4.79103415738791,1,Return,1.39075060165487,1
3,231173002,67,241391.679860933,241488.070587387,241396.592985844,241492.983679397,OK,OK,1,2,NO RESPONSE,NO RESPONSE,NaN,NaN,73,68,6,Binocular,61,123,62,CFS,go,toothbrush,helmet,z,z,1,1,241606.785256491,241610.017356243,241611.688351003,241614.300004316,Return,Return,2,1,1,,,0.1,0.1,NO RESPONSE,3.21644230830134,1,Return,2.52918761616456,1
3,231173002,68,241398.604265591,241495.605277988,241403.517361827,241500.518355811,OK,OK,4,6,NO RESPONSE,NO RESPONSE,NaN,NaN,162,159,6,Binocular,63,165,45,Binocular,go,egg beater,mouse trap,z,z,1,1,241615.790967751,241622.955475351,241625.19686175,241626.60775495,Return,Return,6,1,1,,,0.1,0.1,mousetrap ,7.15410864524893,1,Return,1.37208071770146,1
3,231173002,69,241407.309698457,241502.279495576,241412.222792882,241510.494647486,OK,OK,0,0,f,f,4.87794939160813,8.17521323275287,123,62,6,Not Studied,67,128,143,Not Studied,nogo,helmet,pfd,f,f,0,0,241628.118726058,241630.089952728,241632.041187421,241634.152499797,Return,Return,5,1,1,,,0.1,0.1,NO RESPONSE,1.95396943308879,1,Return,2.09532712594955,1
3,231173002,70,241414.36415631,241512.395800514,241418.576794734,241521.411536136,OK,OK,0,0,f,f,4.15123535701423,8.99440706396126,103,11,6,Not Studied,65,150,156,Not Studied,go,rug,eletric kettle,f,f,0,0,241635.663442531,241638.104998326,241639.635951751,241642.547794414,Return,Return,1,1,1,,,0.1,0.1,NO RESPONSE,2.41687431273749,1,Return,2.85219665136538,1
3,231173002,71,241420.928287325,241523.242701549,241430.144092735,241533.759296381,OK,OK,0,0,f,f,9.15449651956442,10.4748800834641,7,119,6,Not Studied,62,90,57,Binocular,go,battery,speakers,f,f,0,0,241643.89866037,241647.891152814,241649.542185178,241650.352694851,Return,Return,2,1,1,,,0.1,0.1,speaker,3.97315849509323,1,Return,0.713558304443723,1
